,Unnamed: 0,Respondent_ID,Gender,Age,Reasons_for_choosing_brands,Current_brands
2320,2320,122351,Female,19-30,Other,Bepsi
2321,2321,122352,Female,19-30,Brand reputation,Cola-Coka
2322,2322,122353,Female,19-30,Brand reputation,Cola-Coka
2323,2323,122354,Male,19-30,Effectiveness,Blue Bull
2324,2324,122355,Male,19-30,Availability,Cola-Coka
2325,2325,122356,Female,19-30,Brand reputation,Bepsi
2326,2326,122357,Male,19-30,Other,Gangster
2327,2327,122358,Male,15-18,Brand reputation,Cola-Coka
2328,2328,122359,Male,31-45,Availability,Blue Bull
2329,2329,122360,Male,19-30,Availability,Gangster
2330,2330,122361,Male,19-30,Taste/flavor preference,Cola-Coka
2331,2331,122362,Male,31-45,Availability,CodeX
2332,2332,122363,Female,19-30,Availability,Cola-Coka
2333,2333,122364,Male,19-30,Brand reputation,Gangster
2334,2334,122365,Male,65+,Other,Sky 9
2335,2335,122366,Female,19-30,Brand reputation,Gangster
2336,2336,122367,Female,15-18,Taste/flavor preference,Bepsi
2337,2337,122368,Male,19-30,Effectiveness,Gangster
2338,2338,122369,Male,19-30,Brand reputation,Gangster
2339,2339,122370,Male,19-30,Availability,Bepsi
2340,2340,122371,Male,15-18,Brand reputation,Bepsi
2341,2341,122372,Female,15-18,Effectiveness,Blue Bull
2342,2342,122373,Male,46-65,Availability,Cola-Coka
2343,2343,122374,Male,19-30,Brand reputation,Cola-Coka
2344,2344,122375,Male,15-18,Brand reputation,Gangster
2345,2345,122376,Male,19-30,Taste/flavor preference,Blue Bull
2346,2346,122377,Female,19-30,Other,Cola-Coka
2347,2347,122378,Male,19-30,Taste/flavor preference,Gangster
2348,2348,122379,Female,19-30,Other,Others
2349,2349,122380,Male,15-18,Brand reputation,Bepsi
2350,2350,122381,Non-binary,19-30,Taste/flavor preference,Gangster
2351,2351,122382,Female,15-18,Effectiveness,Bepsi
2352,2352,122383,Male,31-45,Other,Cola-Coka
2353,2353,122384,Female,19-30,Other,Sky 9
2354,2354,122385,Male,31-45,Availability,Bepsi
2355,2355,122386,Female,31-45,Effectiveness,Sky 9
2356,2356,122387,Female,31-45,Brand reputation,Cola-Coka
2357,2357,122388,Male,19-30,Brand reputation,Bepsi
2358,2358,122389,Male,31-45,Availability,Bepsi
2359,2359,122390,Non-binary,19-30,Brand reputation,Gangster
2360,2360,122391,Male,19-30,Brand reputation,Cola-Coka
2361,2361,122392,Female,19-30,Other,Bepsi
2362,2362,122393,Female,15-18,Taste/flavor preference,CodeX
2363,2363,122394,Female,31-45,Brand reputation,Bepsi
2364,2364,122395,Non-binary,31-45,Taste/flavor preference,Cola-Coka
2365,2365,122396,Female,19-30,Taste/flavor preference,Others
2366,2366,122397,Male,19-30,Brand reputation,Bepsi
2367,2367,122398,Male,19-30,Brand reputation,Blue Bull
2368,2368,122399,Male,15-18,Brand reputation,Cola-Coka
2369,2369,122400,Male,19-30,Availability,Cola-Coka
2370,2370,122401,Female,31-45,Brand reputation,CodeX
2371,2371,122402,Male,15-18,Availability,Bepsi
2372,2372,122403,Male,31-45,Taste/flavor preference,Others
2373,2373,122404,Male,19-30,Availability,Cola-Coka
2374,2374,122405,Male,15-18,Availability,CodeX
2375,2375,122406,Male,46-65,Taste/flavor preference,Sky 9
2376,2376,122407,Male,31-45,Availability,Others
2377,2377,122408,Male,15-18,Taste/flavor preference,Cola-Coka
2378,2378,122409,Male,31-45,Brand reputation,Cola-Coka
2379,2379,122410,Male,31-45,Brand reputation,Gangster
2380,2380,122411,Female,46-65,Taste/flavor preference,Cola-Coka
2381,2381,122412,Female,15-18,Other,Cola-Coka
2382,2382,122413,Male,19-30,Taste/flavor preference,Blue Bull
2383,2383,122414,Female,31-45,Brand reputation,Cola-Coka
2384,2384,122415,Male,19-30,Brand reputation,Cola-Coka
2385,2385,122416,Male,19-30,Taste/flavor preference,Cola-Coka
2386,2386,122417,Male,19-30,Effectiveness,Sky 9
2387,2387,122418,Male,19-30,Other,Gangster
2388,2388,122419,Female,19-30,Other,Cola-Coka
2389,2389,122420,Female,31-45,Other,Sky 9
2390,2390,122421,Male,19-30,Other,Cola-Coka
2391,2391,122422,Male,19-30,Effectiveness,Gangster
2392,2392,122423,Male,19-30,Taste/flavor preference,Cola-Coka
2393,2393,122424,Male,15-18,Brand reputation,Sky 9
2394,2394,122425,Male,31-45,Taste/flavor preference,Blue Bull
2395,2395,122426,Male,19-30,Availability,CodeX
2396,2396,122427,Male,46-65,Availability,Blue Bull
2397,2397,122428,Male,19-30,Effectiveness,CodeX
2398,2398,122429,Male,19-30,Taste/flavor preference,Bepsi
2399,2399,122430,Female,19-30,Effectiveness,Cola-Coka
2400,2400,122431,Male,19-30,Brand reputation,Cola-Coka
2401,2401,122432,Female,19-30,Taste/flavor preference,CodeX
2402,2402,122433,Male,19-30,Availability,Gangster
2403,2403,122434,Female,15-18,Effectiveness,Sky 9
2404,2404,122435,Male,15-18,Brand reputation,Bepsi
2405,2405,122436,Male,15-18,Other,CodeX
2406,2406,122437,Male,31-45,Availability,Gangster
2407,2407,122438,Male,19-30,Taste/flavor preference,Bepsi
2408,2408,122439,Male,19-30,Other,Gangster
2409,2409,122440,Female,19-30,Effectiveness,Bepsi
2410,2410,122441,Female,19-30,Effectiveness,Gangster
2411,2411,122442,Female,19-30,Other,Gangster
2412,2412,122443,Male,19-30,Taste/flavor preference,Gangster
2413,2413,122444,Male,19-30,Availability,Cola-Coka
2414,2414,122445,Male,19-30,Availability,CodeX
2415,2415,122446,Female,19-30,Brand reputation,Blue Bull
2416,2416,122447,Male,31-45,Brand reputation,Others
2417,2417,122448,Female,19-30,Taste/flavor preference,Bepsi
2418,2418,122449,Male,19-30,Availability,Sky 9
2419,2419,122450,Female,15-18,Brand reputation,Cola-Coka
2420,2420,122451,Male,46-65,Other,Bepsi
2421,2421,122452,Female,19-30,Effectiveness,Bepsi
2422,2422,122453,Male,19-30,Brand reputation,Bepsi
2423,2423,122454,Male,19-30,Brand reputation,Bepsi
2424,2424,122455,Female,19-30,Brand reputation,Cola-Coka
2425,2425,122456,Male,19-30,Effectiveness,Gangster
2426,2426,122457,Male,19-30,Availability,Cola-Coka
2427,2427,122458,Male,31-45,Availability,Gangster
2428,2428,122459,Male,31-45,Brand reputation,Cola-Coka
2429,2429,122460,Male,19-30,Availability,Cola-Coka
2430,2430,122461,Male,46-65,Effectiveness,CodeX
2431,2431,122462,Male,15-18,Brand reputation,Gangster
2432,2432,122463,Male,19-30,Brand reputation,Bepsi
2433,2433,122464,Male,19-30,Taste/flavor preference,Blue Bull
2434,2434,122465,Female,19-30,Taste/flavor preference,Cola-Coka
2435,2435,122466,Male,19-30,Other,Bepsi
2436,2436,122467,Male,15-18,Other,CodeX
2437,2437,122468,Female,31-45,Effectiveness,Gangster
2438,2438,122469,Non-binary,19-30,Availability,Bepsi
2439,2439,122470,Male,19-30,Effectiveness,Blue Bull
2440,2440,122471,Non-binary,31-45,Brand reputation,CodeX
2441,2441,122472,Male,15-18,Brand reputation,Bepsi
2442,2442,122473,Female,19-30,Brand reputation,Blue Bull
2443,2443,122474,Female,31-45,Other,CodeX
2444,2444,122475,Male,19-30,Effectiveness,Bepsi
2445,2445,122476,Male,46-65,Brand reputation,Gangster
2446,2446,122477,Male,19-30,Taste/flavor preference,CodeX
2447,2447,122478,Male,19-30,Effectiveness,Sky 9
2448,2448,122479,Female,19-30,Effectiveness,Gangster
2449,2449,122480,Male,46-65,Availability,Cola-Coka
2450,2450,122481,Male,19-30,Availability,Others
2451,2451,122482,Female,15-18,Brand reputation,Others
2452,2452,122483,Female,31-45,Other,Blue Bull
2453,2453,122484,Male,19-30,Taste/flavor preference,Bepsi
2454,2454,122485,Male,19-30,Effectiveness,Gangster
2455,2455,122486,Female,19-30,Other,CodeX
2456,2456,122487,Male,19-30,Brand reputation,Cola-Coka
2457,2457,122488,Female,19-30,Brand reputation,Bepsi
2458,2458,122489,Male,19-30,Availability,CodeX
2459,2459,122490,Male,19-30,Availability,Gangster
2460,2460,122491,Female,46-65,Brand reputation,Bepsi
2461,2461,122492,Male,19-30,Taste/flavor preference,Others
2462,2462,122493,Male,19-30,Availability,Sky 9
2463,2463,122494,Female,31-45,Other,Blue Bull
2464,2464,122495,Female,19-30,Effectiveness,CodeX
2465,2465,122496,Female,19-30,Taste/flavor preference,Blue Bull
2466,2466,122497,Male,31-45,Taste/flavor preference,Gangster
2467,2467,122498,Male,31-45,Brand reputation,Gangster
2468,2468,122499,Male,31-45,Brand reputation,CodeX
2469,2469,122500,Female,19-30,Brand reputation,Bepsi
2470,2470,122501,Female,19-30,Taste/flavor preference,Gangster
2471,2471,122502,Female,65+,Brand reputation,CodeX
2472,2472,122503,Female,19-30,Taste/flavor preference,Cola-Coka
2473,2473,122504,Male,19-30,Brand reputation,CodeX
2474,2474,122505,Male,15-18,Brand reputation,CodeX
2475,2475,122506,Male,15-18,Other,Others
2476,2476,122507,Male,19-30,Other,Bepsi
2477,2477,122508,Female,31-45,Other,CodeX
2478,2478,122509,Non-binary,19-30,Brand reputation,Sky 9
2479,2479,122510,Female,19-30,Taste/flavor preference,Gangster
2480,2480,122511,Non-binary,31-45,Availability,Bepsi
2481,2481,122512,Female,46-65,Brand reputation,CodeX
2482,2482,122513,Male,19-30,Brand reputation,Gangster
2483,2483,122514,Male,19-30,Taste/flavor preference,Others
2484,2484,122515,Female,15-18,Effectiveness,CodeX
2485,2485,122516,Male,19-30,Availability,Bepsi
2486,2486,122517,Non-binary,19-30,Taste/flavor preference,CodeX
2487,2487,122518,Male,15-18,Brand reputation,Sky 9
2488,2488,122519,Male,15-18,Taste/flavor preference,Sky 9
2489,2489,122520,Male,19-30,Other,Cola-Coka
2490,2490,122521,Non-binary,19-30,Availability,Bepsi
2491,2491,122522,Male,19-30,Availability,Gangster
2492,2492,122523,Male,19-30,Brand reputation,Gangster
2493,2493,122524,Male,19-30,Brand reputation,Bepsi
2494,2494,122525,Male,15-18,Availability,Bepsi
2495,2495,122526,Male,15-18,Effectiveness,Gangster
2496,2496,122527,Male,19-30,Effectiveness,Cola-Coka
2497,2497,122528,Female,31-45,Other,Gangster
2498,2498,122529,Female,19-30,Taste/flavor preference,Cola-Coka
2499,2499,122530,Male,19-30,Availability,CodeX
2500,2500,122531,Male,19-30,Taste/flavor preference,Cola-Coka
2501,2501,122532,Male,15-18,Availability,Bepsi
2502,2502,122533,Male,19-30,Effectiveness,Bepsi
2503,2503,122534,Male,19-30,Taste/flavor preference,Blue Bull
2504,2504,122535,Female,19-30,Effectiveness,Bepsi
2505,2505,122536,Male,31-45,Other,Bepsi
2506,2506,122537,Female,19-30,Taste/flavor preference,Cola-Coka
2507,2507,122538,Female,15-18,Brand reputation,CodeX
2508,2508,122539,Female,19-30,Taste/flavor preference,Bepsi
2509,2509,122540,Male,19-30,Availability,Bepsi
2510,2510,122541,Male,31-45,Effectiveness,Bepsi
2511,2511,122542,Female,19-30,Other,Others
2512,2512,122543,Female,19-30,Other,CodeX
2513,2513,122544,Male,19-30,Availability,Gangster
2514,2514,122545,Male,31-45,Brand reputation,Gangster
2515,2515,122546,Female,19-30,Effectiveness,Gangster
2516,2516,122547,Male,31-45,Taste/flavor preference,CodeX
2517,2517,122548,Male,15-18,Availability,Gangster
2518,2518,122549,Male,31-45,Availability,Cola-Coka
2519,2519,122550,Female,31-45,Taste/flavor preference,Bepsi
2520,2520,122551,Male,15-18,Brand reputation,Blue Bull
2521,2521,122552,Female,19-30,Taste/flavor preference,Bepsi
2522,2522,122553,Male,31-45,Brand reputation,Bepsi
2523,2523,122554,Male,19-30,Availability,Cola-Coka
2524,2524,122555,Male,31-45,Other,Cola-Coka
2525,2525,122556,Female,19-30,Brand reputation,Gangster
2526,2526,122557,Male,19-30,Taste/flavor preference,CodeX
2527,2527,122558,Male,19-30,Availability,Cola-Coka
2528,2528,122559,Female,46-65,Brand reputation,Gangster
2529,2529,122560,Male,31-45,Brand reputation,Cola-Coka
2530,2530,122561,Female,31-45,Other,Sky 9
2531,2531,122562,Female,19-30,Other,Gangster
2532,2532,122563,Male,15-18,Effectiveness,Cola-Coka
2533,2533,122564,Female,19-30,Other,Gangster
2534,2534,122565,Male,19-30,Effectiveness,Gangster
2535,2535,122566,Male,31-45,Brand reputation,Gangster
2536,2536,122567,Female,15-18,Taste/flavor preference,Blue Bull
2537,2537,122568,Male,31-45,Availability,Gangster
2538,2538,122569,Male,31-45,Brand reputation,Bepsi
2539,2539,122570,Male,46-65,Brand reputation,Cola-Coka
2540,2540,122571,Male,15-18,Effectiveness,Gangster
2541,2541,122572,Female,19-30,Other,Bepsi
2542,2542,122573,Female,19-30,Brand reputation,Blue Bull
2543,2543,122574,Male,31-45,Availability,Sky 9
2544,2544,122575,Male,19-30,Brand reputation,Sky 9
2545,2545,122576,Male,19-30,Brand reputation,Cola-Coka
2546,2546,122577,Male,19-30,Availability,Bepsi
2547,2547,122578,Male,19-30,Availability,Cola-Coka
2548,2548,122579,Male,15-18,Brand reputation,Cola-Coka
2549,2549,122580,Male,19-30,Effectiveness,Cola-Coka
2550,2550,122581,Female,19-30,Effectiveness,Sky 9
2551,2551,122582,Male,19-30,Availability,Cola-Coka
2552,2552,122583,Male,19-30,Effectiveness,Others
2553,2553,122584,Male,65+,Other,Bepsi
2554,2554,122585,Female,15-18,Taste/flavor preference,Cola-Coka
2555,2555,122586,Male,31-45,Effectiveness,Cola-Coka
2556,2556,122587,Female,31-45,Other,Bepsi
2557,2557,122588,Male,19-30,Availability,CodeX
2558,2558,122589,Non-binary,19-30,Taste/flavor preference,Bepsi
2559,2559,122590,Female,31-45,Brand reputation,Gangster
2560,2560,122591,Female,46-65,Effectiveness,Bepsi
2561,2561,122592,Male,19-30,Other,Others
2562,2562,122593,Male,19-30,Brand reputation,Cola-Coka
2563,2563,122594,Female,31-45,Availability,Cola-Coka
2564,2564,122595,Female,19-30,Availability,Cola-Coka
2565,2565,122596,Female,19-30,Other,Cola-Coka
2566,2566,122597,Female,19-30,Other,Sky 9
2567,2567,122598,Male,19-30,Brand reputation,CodeX
2568,2568,122599,Male,19-30,Brand reputation,Blue Bull
2569,2569,122600,Female,31-45,Brand reputation,Gangster
2570,2570,122601,Male,46-65,Other,Gangster
2571,2571,122602,Male,19-30,Effectiveness,Gangster
2572,2572,122603,Female,19-30,Brand reputation,Cola-Coka
2573,2573,122604,Male,15-18,Taste/flavor preference,Others
2574,2574,122605,Male,31-45,Effectiveness,Cola-Coka
2575,2575,122606,Female,19-30,Taste/flavor preference,Bepsi
2576,2576,122607,Male,31-45,Brand reputation,Cola-Coka
2577,2577,122608,Male,15-18,Brand reputation,Blue Bull
2578,2578,122609,Male,31-45,Taste/flavor preference,CodeX
2579,2579,122610,Male,19-30,Brand reputation,Gangster
2580,2580,122611,Female,19-30,Taste/flavor preference,CodeX
2581,2581,122612,Male,19-30,Brand reputation,Cola-Coka
2582,2582,122613,Female,19-30,Availability,Cola-Coka
2583,2583,122614,Female,19-30,Other,Bepsi
2584,2584,122615,Male,15-18,Brand reputation,Cola-Coka
2585,2585,122616,Non-binary,19-30,Availability,Cola-Coka
2586,2586,122617,Male,15-18,Brand reputation,CodeX
2587,2587,122618,Male,19-30,Availability,Cola-Coka
2588,2588,122619,Female,19-30,Taste/flavor preference,Cola-Coka
2589,2589,122620,Male,19-30,Brand reputation,Gangster
2590,2590,122621,Female,65+,Brand reputation,Gangster
2591,2591,122622,Female,65+,Taste/flavor preference,Cola-Coka
2592,2592,122623,Male,19-30,Taste/flavor preference,Cola-Coka
2593,2593,122624,Non-binary,19-30,Taste/flavor preference,Cola-Coka
2594,2594,122625,Female,19-30,Other,Bepsi
2595,2595,122626,Male,19-30,Brand reputation,Blue Bull
2596,2596,122627,Female,19-30,Brand reputation,Bepsi
2597,2597,122628,Female,19-30,Effectiveness,Sky 9
2598,2598,122629,Male,19-30,Brand reputation,Gangster
2599,2599,122630,Male,15-18,Brand reputation,Cola-Coka
2600,2600,122631,Male,19-30,Taste/flavor preference,CodeX
2601,2601,122632,Female,19-30,Taste/flavor preference,Cola-Coka
2602,2602,122633,Female,19-30,Taste/flavor preference,Gangster
2603,2603,122634,Male,15-18,Availability,Bepsi
2604,2604,122635,Male,31-45,Effectiveness,Blue Bull
2605,2605,122636,Male,19-30,Availability,Gangster
2606,2606,122637,Female,31-45,Effectiveness,Cola-Coka
2607,2607,122638,Male,19-30,Availability,Bepsi
2608,2608,122639,Male,19-30,Availability,Cola-Coka
2609,2609,122640,Male,19-30,Other,Cola-Coka
2610,2610,122641,Male,19-30,Brand reputation,Bepsi
2611,2611,122642,Female,31-45,Other,Cola-Coka
2612,2612,122643,Male,19-30,Effectiveness,Cola-Coka
2613,2613,122644,Male,31-45,Brand reputation,Bepsi
2614,2614,122645,Female,19-30,Effectiveness,Gangster
2615,2615,122646,Male,31-45,Brand reputation,Gangster
2616,2616,122647,Male,19-30,Brand reputation,Cola-Coka
2617,2617,122648,Male,31-45,Effectiveness,Cola-Coka
2618,2618,122649,Male,19-30,Brand reputation,Gangster
2619,2619,122650,Male,19-30,Brand reputation,Blue Bull
2620,2620,122651,Male,19-30,Other,Cola-Coka
2621,2621,122652,Male,19-30,Other,Gangster
2622,2622,122653,Male,31-45,Effectiveness,Cola-Coka
2623,2623,122654,Male,19-30,Effectiveness,Cola-Coka
2624,2624,122655,Male,19-30,Brand reputation,Blue Bull
2625,2625,122656,Male,31-45,Other,Bepsi
2626,2626,122657,Female,15-18,Other,Blue Bull
2627,2627,122658,Male,46-65,Availability,Cola-Coka
2628,2628,122659,Male,19-30,Other,Others
2629,2629,122660,Male,31-45,Other,Bepsi
2630,2630,122661,Female,15-18,Taste/flavor preference,CodeX
2631,2631,122662,Male,19-30,Brand reputation,Cola-Coka
2632,2632,122663,Male,19-30,Brand reputation,Cola-Coka
2633,2633,122664,Male,19-30,Availability,Sky 9
2634,2634,122665,Male,19-30,Taste/flavor preference,Bepsi
2635,2635,122666,Female,19-30,Brand reputation,Blue Bull
2636,2636,122667,Male,19-30,Brand reputation,Cola-Coka
2637,2637,122668,Female,19-30,Taste/flavor preference,Bepsi
2638,2638,122669,Female,31-45,Availability,Cola-Coka
2639,2639,122670,Female,19-30,Other,Bepsi
2640,2640,122671,Male,19-30,Brand reputation,Blue Bull
2641,2641,122672,Female,19-30,Taste/flavor preference,Gangster
2642,2642,122673,Female,19-30,Availability,Bepsi
2643,2643,122674,Male,15-18,Brand reputation,Bepsi
2644,2644,122675,Female,31-45,Effectiveness,Bepsi
2645,2645,122676,Female,19-30,Availability,Sky 9
2646,2646,122677,Male,15-18,Other,Sky 9
2647,2647,122678,Male,19-30,Availability,Others
2648,2648,122679,Male,19-30,Other,CodeX
2649,2649,122680,Male,15-18,Brand reputation,Gangster
2650,2650,122681,Female,19-30,Brand reputation,Gangster
2651,2651,122682,Male,19-30,Brand reputation,Cola-Coka
2652,2652,122683,Female,65+,Other,CodeX
2653,2653,122684,Male,15-18,Availability,Gangster
2654,2654,122685,Female,31-45,Availability,Bepsi
2655,2655,122686,Male,46-65,Brand reputation,Gangster
2656,2656,122687,Non-binary,31-45,Brand reputation,Sky 9
2657,2657,122688,Male,19-30,Availability,Bepsi
2658,2658,122689,Female,15-18,Taste/flavor preference,CodeX
2659,2659,122690,Male,19-30,Effectiveness,Cola-Coka
2660,2660,122691,Male,19-30,Brand reputation,Bepsi
2661,2661,122692,Female,19-30,Availability,Sky 9
2662,2662,122693,Male,31-45,Brand reputation,Bepsi
2663,2663,122694,Male,19-30,Effectiveness,CodeX
2664,2664,122695,Female,15-18,Brand reputation,Blue Bull
2665,2665,122696,Male,15-18,Brand reputation,Blue Bull
2666,2666,122697,Male,15-18,Taste/flavor preference,Blue Bull
2667,2667,122698,Male,19-30,Other,Blue Bull
2668,2668,122699,Female,31-45,Other,CodeX
2669,2669,122700,Female,19-30,Availability,Bepsi
2670,2670,122701,Male,19-30,Taste/flavor preference,Gangster
2671,2671,122702,Male,15-18,Availability,Gangster
2672,2672,122703,Female,19-30,Availability,Sky 9
2673,2673,122704,Male,46-65,Availability,Sky 9
2674,2674,122705,Female,19-30,Other,Gangster
2675,2675,122706,Male,19-30,Effectiveness,CodeX
2676,2676,122707,Female,31-45,Availability,Gangster
2677,2677,122708,Female,19-30,Effectiveness,Gangster
2678,2678,122709,Female,19-30,Other,Blue Bull
2679,2679,122710,Female,31-45,Brand reputation,Blue Bull
2680,2680,122711,Male,19-30,Other,Blue Bull
2681,2681,122712,Male,31-45,Effectiveness,CodeX
2682,2682,122713,Male,19-30,Availability,Bepsi
2683,2683,122714,Male,31-45,Other,Sky 9
2684,2684,122715,Male,15-18,Brand reputation,Cola-Coka
2685,2685,122716,Female,31-45,Effectiveness,Sky 9
2686,2686,122717,Female,19-30,Taste/flavor preference,Cola-Coka
2687,2687,122718,Female,19-30,Taste/flavor preference,Blue Bull
2688,2688,122719,Non-binary,19-30,Brand reputation,Bepsi
2689,2689,122720,Male,31-45,Availability,Blue Bull
2690,2690,122721,Male,19-30,Availability,Bepsi
2691,2691,122722,Male,19-30,Other,Gangster
2692,2692,122723,Male,19-30,Brand reputation,Bepsi
2693,2693,122724,Male,46-65,Effectiveness,Cola-Coka
2694,2694,122725,Male,46-65,Brand reputation,Gangster
2695,2695,122726,Female,19-30,Effectiveness,Cola-Coka
2696,2696,122727,Male,19-30,Availability,Blue Bull
2697,2697,122728,Female,15-18,Other,Sky 9
2698,2698,122729,Male,31-45,Taste/flavor preference,Cola-Coka
2699,2699,122730,Male,31-45,Brand reputation,Cola-Coka
2700,2700,122731,Male,19-30,Brand reputation,Blue Bull
2701,2701,122732,Male,15-18,Brand reputation,Bepsi
2702,2702,122733,Male,31-45,Availability,Cola-Coka
2703,2703,122734,Male,19-30,Other,CodeX
2704,2704,122735,Male,19-30,Other,CodeX
2705,2705,122736,Male,19-30,Effectiveness,Gangster
2706,2706,122737,Male,19-30,Availability,Sky 9
2707,2707,122738,Female,15-18,Brand reputation,Bepsi
2708,2708,122739,Male,31-45,Availability,CodeX
2709,2709,122740,Male,19-30,Taste/flavor preference,Sky 9
2710,2710,122741,Male,19-30,Taste/flavor preference,Cola-Coka
2711,2711,122742,Male,19-30,Effectiveness,Cola-Coka
2712,2712,122743,Female,19-30,Brand reputation,Gangster
2713,2713,122744,Female,19-30,Brand reputation,Bepsi
2714,2714,122745,Male,19-30,Taste/flavor preference,Cola-Coka
2715,2715,122746,Male,19-30,Effectiveness,Blue Bull
2716,2716,122747,Male,19-30,Taste/flavor preference,CodeX
2717,2717,122748,Female,19-30,Brand reputation,Blue Bull
2718,2718,122749,Female,19-30,Effectiveness,Sky 9
2719,2719,122750,Male,31-45,Availability,Blue Bull
2720,2720,122751,Female,31-45,Effectiveness,Bepsi
2721,2721,122752,Male,15-18,Brand reputation,Blue Bull
2722,2722,122753,Male,19-30,Availability,Gangster
2723,2723,122754,Male,19-30,Taste/flavor preference,Cola-Coka
2724,2724,122755,Male,19-30,Other,Bepsi
2725,2725,122756,Male,19-30,Taste/flavor preference,Cola-Coka
2726,2726,122757,Male,19-30,Taste/flavor preference,Cola-Coka
2727,2727,122758,Male,46-65,Taste/flavor preference,Gangster
2728,2728,122759,Non-binary,19-30,Taste/flavor preference,Gangster
2729,2729,122760,Female,15-18,Taste/flavor preference,CodeX
2730,2730,122761,Non-binary,19-30,Effectiveness,Sky 9
2731,2731,122762,Male,15-18,Brand reputation,Sky 9
2732,2732,122763,Male,19-30,Brand reputation,Gangster
2733,2733,122764,Male,19-30,Other,Cola-Coka
2734,2734,122765,Female,19-30,Other,Bepsi
2735,2735,122766,Male,19-30,Availability,Sky 9
2736,2736,122767,Male,46-65,Other,Blue Bull
2737,2737,122768,Male,46-65,Availability,Sky 9
2738,2738,122769,Male,19-30,Taste/flavor preference,Blue Bull
2739,2739,122770,Male,31-45,Other,Blue Bull
2740,2740,122771,Male,31-45,Brand reputation,Bepsi
2741,2741,122772,Female,19-30,Taste/flavor preference,Gangster
2742,2742,122773,Female,19-30,Taste/flavor preference,Bepsi
2743,2743,122774,Female,15-18,Taste/flavor preference,Gangster
2744,2744,122775,Female,31-45,Effectiveness,Cola-Coka
2745,2745,122776,Male,19-30,Taste/flavor preference,Blue Bull
2746,2746,122777,Non-binary,31-45,Brand reputation,Blue Bull
2747,2747,122778,Male,19-30,Availability,Bepsi
2748,2748,122779,Male,46-65,Availability,Bepsi
2749,2749,122780,Male,19-30,Taste/flavor preference,Gangster
2750,2750,122781,Male,19-30,Availability,Sky 9
2751,2751,122782,Female,19-30,Taste/flavor preference,Blue Bull
2752,2752,122783,Female,19-30,Taste/flavor preference,Bepsi
2753,2753,122784,Non-binary,19-30,Brand reputation,Cola-Coka
2754,2754,122785,Male,15-18,Availability,Cola-Coka
2755,2755,122786,Female,19-30,Availability,Sky 9
2756,2756,122787,Female,31-45,Other,Gangster
2757,2757,122788,Male,19-30,Other,Gangster
2758,2758,122789,Male,46-65,Effectiveness,Gangster
2759,2759,122790,Male,19-30,Availability,Cola-Coka
2760,2760,122791,Male,31-45,Effectiveness,Cola-Coka
2761,2761,122792,Male,15-18,Brand reputation,Gangster
2762,2762,122793,Non-binary,19-30,Effectiveness,Gangster
2763,2763,122794,Male,19-30,Other,Sky 9
2764,2764,122795,Male,19-30,Other,Sky 9
2765,2765,122796,Male,19-30,Brand reputation,Bepsi
2766,2766,122797,Male,19-30,Brand reputation,Gangster
2767,2767,122798,Male,15-18,Taste/flavor preference,Sky 9
2768,2768,122799,Male,19-30,Taste/flavor preference,Cola-Coka
2769,2769,122800,Non-binary,46-65,Brand reputation,Gangster
2770,2770,122801,Female,31-45,Other,Bepsi
2771,2771,122802,Male,19-30,Effectiveness,CodeX
2772,2772,122803,Female,19-30,Availability,CodeX
2773,2773,122804,Female,19-30,Taste/flavor preference,Bepsi
2774,2774,122805,Non-binary,19-30,Effectiveness,Gangster
2775,2775,122806,Male,15-18,Brand reputation,Cola-Coka
2776,2776,122807,Male,19-30,Brand reputation,Cola-Coka
2777,2777,122808,Female,15-18,Taste/flavor preference,Sky 9
2778,2778,122809,Male,15-18,Brand reputation,Gangster
2779,2779,122810,Male,19-30,Other,Gangster
2780,2780,122811,Male,19-30,Availability,Cola-Coka
2781,2781,122812,Female,19-30,Other,Blue Bull
2782,2782,122813,Female,19-30,Other,CodeX
2783,2783,122814,Male,31-45,Availability,Blue Bull
2784,2784,122815,Male,19-30,Availability,Gangster
2785,2785,122816,Male,19-30,Taste/flavor preference,Others
2786,2786,122817,Male,31-45,Brand reputation,Bepsi
2787,2787,122818,Male,31-45,Availability,Blue Bull
2788,2788,122819,Male,19-30,Availability,Sky 9
2789,2789,122820,Male,31-45,Brand reputation,Sky 9
2790,2790,122821,Female,31-45,Effectiveness,Others
2791,2791,122822,Male,19-30,Taste/flavor preference,Gangster
2792,2792,122823,Male,19-30,Other,Cola-Coka
2793,2793,122824,Male,19-30,Taste/flavor preference,Bepsi
2794,2794,122825,Female,19-30,Availability,Gangster
2795,2795,122826,Female,31-45,Other,Gangster
2796,2796,122827,Female,19-30,Other,Gangster
2797,2797,122828,Male,19-30,Brand reputation,Bepsi
2798,2798,122829,Female,19-30,Taste/flavor preference,CodeX
2799,2799,122830,Female,31-45,Other,Cola-Coka
2800,2800,122831,Male,19-30,Brand reputation,Gangster
2801,2801,122832,Male,46-65,Brand reputation,Cola-Coka
2802,2802,122833,Male,19-30,Taste/flavor preference,Bepsi
2803,2803,122834,Male,31-45,Other,Gangster
2804,2804,122835,Female,19-30,Taste/flavor preference,Bepsi
2805,2805,122836,Female,19-30,Other,CodeX
2806,2806,122837,Female,19-30,Other,Gangster
2807,2807,122838,Male,19-30,Brand reputation,Gangster
