,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Age,Gender,City_ID,City,Tier,Current_brands
2322,2322,2322,122353,19-30,Female,CT116,Hyderabad,Tier 1,Cola-Coka
2323,2323,2323,122354,19-30,Male,CT120,Lucknow,Tier 2,Blue Bull
2324,2324,2324,122355,19-30,Male,CT115,Kolkata,Tier 2,Cola-Coka
2325,2325,2325,122356,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
2326,2326,2326,122357,19-30,Male,CT115,Kolkata,Tier 2,Gangster
2327,2327,2327,122358,15-18,Male,CT118,Pune,Tier 2,Cola-Coka
2328,2328,2328,122359,31-45,Male,CT112,Mumbai,Tier 1,Blue Bull
2329,2329,2329,122360,19-30,Male,CT112,Mumbai,Tier 1,Gangster
2330,2330,2330,122361,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2331,2331,2331,122362,31-45,Male,CT113,Bangalore,Tier 1,CodeX
2332,2332,2332,122363,19-30,Female,CT116,Hyderabad,Tier 1,Cola-Coka
2333,2333,2333,122364,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2334,2334,2334,122365,65+,Male,CT113,Bangalore,Tier 1,Sky 9
2335,2335,2335,122366,19-30,Female,CT113,Bangalore,Tier 1,Gangster
2336,2336,2336,122367,15-18,Female,CT114,Chennai,Tier 1,Bepsi
2337,2337,2337,122368,19-30,Male,CT117,Ahmedabad,Tier 2,Gangster
2338,2338,2338,122369,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2339,2339,2339,122370,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
2340,2340,2340,122371,15-18,Male,CT112,Mumbai,Tier 1,Bepsi
2341,2341,2341,122372,15-18,Female,CT113,Bangalore,Tier 1,Blue Bull
2342,2342,2342,122373,46-65,Male,CT113,Bangalore,Tier 1,Cola-Coka
2343,2343,2343,122374,19-30,Male,CT119,Jaipur,Tier 2,Cola-Coka
2344,2344,2344,122375,15-18,Male,CT116,Hyderabad,Tier 1,Gangster
2345,2345,2345,122376,19-30,Male,CT118,Pune,Tier 2,Blue Bull
2346,2346,2346,122377,19-30,Female,CT113,Bangalore,Tier 1,Cola-Coka
2347,2347,2347,122378,19-30,Male,CT118,Pune,Tier 2,Gangster
2348,2348,2348,122379,19-30,Female,CT114,Chennai,Tier 1,Others
2349,2349,2349,122380,15-18,Male,CT115,Kolkata,Tier 2,Bepsi
2350,2350,2350,122381,19-30,Non-binary,CT116,Hyderabad,Tier 1,Gangster
2351,2351,2351,122382,15-18,Female,CT116,Hyderabad,Tier 1,Bepsi
2352,2352,2352,122383,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
2353,2353,2353,122384,19-30,Female,CT113,Bangalore,Tier 1,Sky 9
2354,2354,2354,122385,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
2355,2355,2355,122386,31-45,Female,CT116,Hyderabad,Tier 1,Sky 9
2356,2356,2356,122387,31-45,Female,CT117,Ahmedabad,Tier 2,Cola-Coka
2357,2357,2357,122388,19-30,Male,CT115,Kolkata,Tier 2,Bepsi
2358,2358,2358,122389,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
2359,2359,2359,122390,19-30,Non-binary,CT114,Chennai,Tier 1,Gangster
2360,2360,2360,122391,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
2361,2361,2361,122392,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
2362,2362,2362,122393,15-18,Female,CT113,Bangalore,Tier 1,CodeX
2363,2363,2363,122394,31-45,Female,CT117,Ahmedabad,Tier 2,Bepsi
2364,2364,2364,122395,31-45,Non-binary,CT113,Bangalore,Tier 1,Cola-Coka
2365,2365,2365,122396,19-30,Female,CT114,Chennai,Tier 1,Others
2366,2366,2366,122397,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
2367,2367,2367,122398,19-30,Male,CT118,Pune,Tier 2,Blue Bull
2368,2368,2368,122399,15-18,Male,CT118,Pune,Tier 2,Cola-Coka
2369,2369,2369,122400,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2370,2370,2370,122401,31-45,Female,CT113,Bangalore,Tier 1,CodeX
2371,2371,2371,122402,15-18,Male,CT113,Bangalore,Tier 1,Bepsi
2372,2372,2372,122403,31-45,Male,CT112,Mumbai,Tier 1,Others
2373,2373,2373,122404,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2374,2374,2374,122405,15-18,Male,CT114,Chennai,Tier 1,CodeX
2375,2375,2375,122406,46-65,Male,CT112,Mumbai,Tier 1,Sky 9
2376,2376,2376,122407,31-45,Male,CT116,Hyderabad,Tier 1,Others
2377,2377,2377,122408,15-18,Male,CT118,Pune,Tier 2,Cola-Coka
2378,2378,2378,122409,31-45,Male,CT112,Mumbai,Tier 1,Cola-Coka
2379,2379,2379,122410,31-45,Male,CT113,Bangalore,Tier 1,Gangster
2380,2380,2380,122411,46-65,Female,CT117,Ahmedabad,Tier 2,Cola-Coka
2381,2381,2381,122412,15-18,Female,CT116,Hyderabad,Tier 1,Cola-Coka
2382,2382,2382,122413,19-30,Male,CT114,Chennai,Tier 1,Blue Bull
2383,2383,2383,122414,31-45,Female,CT120,Lucknow,Tier 2,Cola-Coka
2384,2384,2384,122415,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2385,2385,2385,122416,19-30,Male,CT114,Chennai,Tier 1,Cola-Coka
2386,2386,2386,122417,19-30,Male,CT116,Hyderabad,Tier 1,Sky 9
2387,2387,2387,122418,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2388,2388,2388,122419,19-30,Female,CT116,Hyderabad,Tier 1,Cola-Coka
2389,2389,2389,122420,31-45,Female,CT116,Hyderabad,Tier 1,Sky 9
2390,2390,2390,122421,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2391,2391,2391,122422,19-30,Male,CT112,Mumbai,Tier 1,Gangster
2392,2392,2392,122423,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2393,2393,2393,122424,15-18,Male,CT112,Mumbai,Tier 1,Sky 9
2394,2394,2394,122425,31-45,Male,CT118,Pune,Tier 2,Blue Bull
2395,2395,2395,122426,19-30,Male,CT116,Hyderabad,Tier 1,CodeX
2396,2396,2396,122427,46-65,Male,CT117,Ahmedabad,Tier 2,Blue Bull
2397,2397,2397,122428,19-30,Male,CT117,Ahmedabad,Tier 2,CodeX
2398,2398,2398,122429,19-30,Male,CT117,Ahmedabad,Tier 2,Bepsi
2399,2399,2399,122430,19-30,Female,CT112,Mumbai,Tier 1,Cola-Coka
2400,2400,2400,122431,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2401,2401,2401,122432,19-30,Female,CT115,Kolkata,Tier 2,CodeX
2402,2402,2402,122433,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2403,2403,2403,122434,15-18,Female,CT112,Mumbai,Tier 1,Sky 9
2404,2404,2404,122435,15-18,Male,CT114,Chennai,Tier 1,Bepsi
2405,2405,2405,122436,15-18,Male,CT112,Mumbai,Tier 1,CodeX
2406,2406,2406,122437,31-45,Male,CT118,Pune,Tier 2,Gangster
2407,2407,2407,122438,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
2408,2408,2408,122439,19-30,Male,CT112,Mumbai,Tier 1,Gangster
2409,2409,2409,122440,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
2410,2410,2410,122441,19-30,Female,CT118,Pune,Tier 2,Gangster
2411,2411,2411,122442,19-30,Female,CT116,Hyderabad,Tier 1,Gangster
2412,2412,2412,122443,19-30,Male,CT117,Ahmedabad,Tier 2,Gangster
2413,2413,2413,122444,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2414,2414,2414,122445,19-30,Male,CT116,Hyderabad,Tier 1,CodeX
2415,2415,2415,122446,19-30,Female,CT118,Pune,Tier 2,Blue Bull
2416,2416,2416,122447,31-45,Male,CT114,Chennai,Tier 1,Others
2417,2417,2417,122448,19-30,Female,CT118,Pune,Tier 2,Bepsi
2418,2418,2418,122449,19-30,Male,CT113,Bangalore,Tier 1,Sky 9
2419,2419,2419,122450,15-18,Female,CT113,Bangalore,Tier 1,Cola-Coka
2420,2420,2420,122451,46-65,Male,CT114,Chennai,Tier 1,Bepsi
2421,2421,2421,122452,19-30,Female,CT120,Lucknow,Tier 2,Bepsi
2422,2422,2422,122453,19-30,Male,CT115,Kolkata,Tier 2,Bepsi
2423,2423,2423,122454,19-30,Male,CT111,Delhi,Tier 1,Bepsi
2424,2424,2424,122455,19-30,Female,CT111,Delhi,Tier 1,Cola-Coka
2425,2425,2425,122456,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2426,2426,2426,122457,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2427,2427,2427,122458,31-45,Male,CT113,Bangalore,Tier 1,Gangster
2428,2428,2428,122459,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
2429,2429,2429,122460,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
2430,2430,2430,122461,46-65,Male,CT113,Bangalore,Tier 1,CodeX
2431,2431,2431,122462,15-18,Male,CT113,Bangalore,Tier 1,Gangster
2432,2432,2432,122463,19-30,Male,CT112,Mumbai,Tier 1,Bepsi
2433,2433,2433,122464,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
2434,2434,2434,122465,19-30,Female,CT113,Bangalore,Tier 1,Cola-Coka
2435,2435,2435,122466,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
2436,2436,2436,122467,15-18,Male,CT118,Pune,Tier 2,CodeX
2437,2437,2437,122468,31-45,Female,CT118,Pune,Tier 2,Gangster
2438,2438,2438,122469,19-30,Non-binary,CT117,Ahmedabad,Tier 2,Bepsi
2439,2439,2439,122470,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
2440,2440,2440,122471,31-45,Non-binary,CT117,Ahmedabad,Tier 2,CodeX
2441,2441,2441,122472,15-18,Male,CT116,Hyderabad,Tier 1,Bepsi
2442,2442,2442,122473,19-30,Female,CT119,Jaipur,Tier 2,Blue Bull
2443,2443,2443,122474,31-45,Female,CT118,Pune,Tier 2,CodeX
2444,2444,2444,122475,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
2445,2445,2445,122476,46-65,Male,CT116,Hyderabad,Tier 1,Gangster
2446,2446,2446,122477,19-30,Male,CT112,Mumbai,Tier 1,CodeX
2447,2447,2447,122478,19-30,Male,CT116,Hyderabad,Tier 1,Sky 9
2448,2448,2448,122479,19-30,Female,CT117,Ahmedabad,Tier 2,Gangster
2449,2449,2449,122480,46-65,Male,CT113,Bangalore,Tier 1,Cola-Coka
2450,2450,2450,122481,19-30,Male,CT115,Kolkata,Tier 2,Others
2451,2451,2451,122482,15-18,Female,CT112,Mumbai,Tier 1,Others
2452,2452,2452,122483,31-45,Female,CT113,Bangalore,Tier 1,Blue Bull
2453,2453,2453,122484,19-30,Male,CT111,Delhi,Tier 1,Bepsi
2454,2454,2454,122485,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2455,2455,2455,122486,19-30,Female,CT116,Hyderabad,Tier 1,CodeX
2456,2456,2456,122487,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
2457,2457,2457,122488,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
2458,2458,2458,122489,19-30,Male,CT116,Hyderabad,Tier 1,CodeX
2459,2459,2459,122490,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2460,2460,2460,122491,46-65,Female,CT113,Bangalore,Tier 1,Bepsi
2461,2461,2461,122492,19-30,Male,CT113,Bangalore,Tier 1,Others
2462,2462,2462,122493,19-30,Male,CT113,Bangalore,Tier 1,Sky 9
2463,2463,2463,122494,31-45,Female,CT117,Ahmedabad,Tier 2,Blue Bull
2464,2464,2464,122495,19-30,Female,CT111,Delhi,Tier 1,CodeX
2465,2465,2465,122496,19-30,Female,CT119,Jaipur,Tier 2,Blue Bull
2466,2466,2466,122497,31-45,Male,CT114,Chennai,Tier 1,Gangster
2467,2467,2467,122498,31-45,Male,CT112,Mumbai,Tier 1,Gangster
2468,2468,2468,122499,31-45,Male,CT111,Delhi,Tier 1,CodeX
2469,2469,2469,122500,19-30,Female,CT118,Pune,Tier 2,Bepsi
2470,2470,2470,122501,19-30,Female,CT112,Mumbai,Tier 1,Gangster
2471,2471,2471,122502,65+,Female,CT112,Mumbai,Tier 1,CodeX
2472,2472,2472,122503,19-30,Female,CT113,Bangalore,Tier 1,Cola-Coka
2473,2473,2473,122504,19-30,Male,CT112,Mumbai,Tier 1,CodeX
2474,2474,2474,122505,15-18,Male,CT115,Kolkata,Tier 2,CodeX
2475,2475,2475,122506,15-18,Male,CT113,Bangalore,Tier 1,Others
2476,2476,2476,122507,19-30,Male,CT114,Chennai,Tier 1,Bepsi
2477,2477,2477,122508,31-45,Female,CT116,Hyderabad,Tier 1,CodeX
2478,2478,2478,122509,19-30,Non-binary,CT116,Hyderabad,Tier 1,Sky 9
2479,2479,2479,122510,19-30,Female,CT113,Bangalore,Tier 1,Gangster
2480,2480,2480,122511,31-45,Non-binary,CT117,Ahmedabad,Tier 2,Bepsi
2481,2481,2481,122512,46-65,Female,CT112,Mumbai,Tier 1,CodeX
2482,2482,2482,122513,19-30,Male,CT116,Hyderabad,Tier 1,Gangster
2483,2483,2483,122514,19-30,Male,CT112,Mumbai,Tier 1,Others
2484,2484,2484,122515,15-18,Female,CT116,Hyderabad,Tier 1,CodeX
2485,2485,2485,122516,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
2486,2486,2486,122517,19-30,Non-binary,CT113,Bangalore,Tier 1,CodeX
2487,2487,2487,122518,15-18,Male,CT111,Delhi,Tier 1,Sky 9
2488,2488,2488,122519,15-18,Male,CT118,Pune,Tier 2,Sky 9
2489,2489,2489,122520,19-30,Male,CT114,Chennai,Tier 1,Cola-Coka
2490,2490,2490,122521,19-30,Non-binary,CT112,Mumbai,Tier 1,Bepsi
2491,2491,2491,122522,19-30,Male,CT116,Hyderabad,Tier 1,Gangster
2492,2492,2492,122523,19-30,Male,CT112,Mumbai,Tier 1,Gangster
2493,2493,2493,122524,19-30,Male,CT116,Hyderabad,Tier 1,Bepsi
2494,2494,2494,122525,15-18,Male,CT118,Pune,Tier 2,Bepsi
2495,2495,2495,122526,15-18,Male,CT112,Mumbai,Tier 1,Gangster
2496,2496,2496,122527,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2497,2497,2497,122528,31-45,Female,CT112,Mumbai,Tier 1,Gangster
2498,2498,2498,122529,19-30,Female,CT113,Bangalore,Tier 1,Cola-Coka
2499,2499,2499,122530,19-30,Male,CT112,Mumbai,Tier 1,CodeX
2500,2500,2500,122531,19-30,Male,CT114,Chennai,Tier 1,Cola-Coka
2501,2501,2501,122532,15-18,Male,CT116,Hyderabad,Tier 1,Bepsi
2502,2502,2502,122533,19-30,Male,CT114,Chennai,Tier 1,Bepsi
2503,2503,2503,122534,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
2504,2504,2504,122535,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
2505,2505,2505,122536,31-45,Male,CT114,Chennai,Tier 1,Bepsi
2506,2506,2506,122537,19-30,Female,CT112,Mumbai,Tier 1,Cola-Coka
2507,2507,2507,122538,15-18,Female,CT112,Mumbai,Tier 1,CodeX
2508,2508,2508,122539,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
2509,2509,2509,122540,19-30,Male,CT112,Mumbai,Tier 1,Bepsi
2510,2510,2510,122541,31-45,Male,CT118,Pune,Tier 2,Bepsi
2511,2511,2511,122542,19-30,Female,CT111,Delhi,Tier 1,Others
2512,2512,2512,122543,19-30,Female,CT115,Kolkata,Tier 2,CodeX
2513,2513,2513,122544,19-30,Male,CT116,Hyderabad,Tier 1,Gangster
2514,2514,2514,122545,31-45,Male,CT111,Delhi,Tier 1,Gangster
2515,2515,2515,122546,19-30,Female,CT112,Mumbai,Tier 1,Gangster
2516,2516,2516,122547,31-45,Male,CT113,Bangalore,Tier 1,CodeX
2517,2517,2517,122548,15-18,Male,CT113,Bangalore,Tier 1,Gangster
2518,2518,2518,122549,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
2519,2519,2519,122550,31-45,Female,CT113,Bangalore,Tier 1,Bepsi
2520,2520,2520,122551,15-18,Male,CT117,Ahmedabad,Tier 2,Blue Bull
2521,2521,2521,122552,19-30,Female,CT118,Pune,Tier 2,Bepsi
2522,2522,2522,122553,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
2523,2523,2523,122554,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2524,2524,2524,122555,31-45,Male,CT115,Kolkata,Tier 2,Cola-Coka
2525,2525,2525,122556,19-30,Female,CT112,Mumbai,Tier 1,Gangster
2526,2526,2526,122557,19-30,Male,CT118,Pune,Tier 2,CodeX
2527,2527,2527,122558,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2528,2528,2528,122559,46-65,Female,CT118,Pune,Tier 2,Gangster
2529,2529,2529,122560,31-45,Male,CT120,Lucknow,Tier 2,Cola-Coka
2530,2530,2530,122561,31-45,Female,CT113,Bangalore,Tier 1,Sky 9
2531,2531,2531,122562,19-30,Female,CT114,Chennai,Tier 1,Gangster
2532,2532,2532,122563,15-18,Male,CT111,Delhi,Tier 1,Cola-Coka
2533,2533,2533,122564,19-30,Female,CT113,Bangalore,Tier 1,Gangster
2534,2534,2534,122565,19-30,Male,CT119,Jaipur,Tier 2,Gangster
2535,2535,2535,122566,31-45,Male,CT112,Mumbai,Tier 1,Gangster
2536,2536,2536,122567,15-18,Female,CT113,Bangalore,Tier 1,Blue Bull
2537,2537,2537,122568,31-45,Male,CT116,Hyderabad,Tier 1,Gangster
2538,2538,2538,122569,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
2539,2539,2539,122570,46-65,Male,CT112,Mumbai,Tier 1,Cola-Coka
2540,2540,2540,122571,15-18,Male,CT113,Bangalore,Tier 1,Gangster
2541,2541,2541,122572,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
2542,2542,2542,122573,19-30,Female,CT120,Lucknow,Tier 2,Blue Bull
2543,2543,2543,122574,31-45,Male,CT117,Ahmedabad,Tier 2,Sky 9
2544,2544,2544,122575,19-30,Male,CT113,Bangalore,Tier 1,Sky 9
2545,2545,2545,122576,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2546,2546,2546,122577,19-30,Male,CT115,Kolkata,Tier 2,Bepsi
2547,2547,2547,122578,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2548,2548,2548,122579,15-18,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2549,2549,2549,122580,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2550,2550,2550,122581,19-30,Female,CT113,Bangalore,Tier 1,Sky 9
2551,2551,2551,122582,19-30,Male,CT111,Delhi,Tier 1,Cola-Coka
2552,2552,2552,122583,19-30,Male,CT112,Mumbai,Tier 1,Others
2553,2553,2553,122584,65+,Male,CT113,Bangalore,Tier 1,Bepsi
2554,2554,2554,122585,15-18,Female,CT113,Bangalore,Tier 1,Cola-Coka
2555,2555,2555,122586,31-45,Male,CT117,Ahmedabad,Tier 2,Cola-Coka
2556,2556,2556,122587,31-45,Female,CT113,Bangalore,Tier 1,Bepsi
2557,2557,2557,122588,19-30,Male,CT118,Pune,Tier 2,CodeX
2558,2558,2558,122589,19-30,Non-binary,CT113,Bangalore,Tier 1,Bepsi
2559,2559,2559,122590,31-45,Female,CT120,Lucknow,Tier 2,Gangster
2560,2560,2560,122591,46-65,Female,CT116,Hyderabad,Tier 1,Bepsi
2561,2561,2561,122592,19-30,Male,CT114,Chennai,Tier 1,Others
2562,2562,2562,122593,19-30,Male,CT117,Ahmedabad,Tier 2,Cola-Coka
2563,2563,2563,122594,31-45,Female,CT114,Chennai,Tier 1,Cola-Coka
2564,2564,2564,122595,19-30,Female,CT113,Bangalore,Tier 1,Cola-Coka
2565,2565,2565,122596,19-30,Female,CT116,Hyderabad,Tier 1,Cola-Coka
2566,2566,2566,122597,19-30,Female,CT113,Bangalore,Tier 1,Sky 9
2567,2567,2567,122598,19-30,Male,CT118,Pune,Tier 2,CodeX
2568,2568,2568,122599,19-30,Male,CT118,Pune,Tier 2,Blue Bull
2569,2569,2569,122600,31-45,Female,CT111,Delhi,Tier 1,Gangster
2570,2570,2570,122601,46-65,Male,CT111,Delhi,Tier 1,Gangster
2571,2571,2571,122602,19-30,Male,CT112,Mumbai,Tier 1,Gangster
2572,2572,2572,122603,19-30,Female,CT119,Jaipur,Tier 2,Cola-Coka
2573,2573,2573,122604,15-18,Male,CT118,Pune,Tier 2,Others
2574,2574,2574,122605,31-45,Male,CT119,Jaipur,Tier 2,Cola-Coka
2575,2575,2575,122606,19-30,Female,CT114,Chennai,Tier 1,Bepsi
2576,2576,2576,122607,31-45,Male,CT113,Bangalore,Tier 1,Cola-Coka
2577,2577,2577,122608,15-18,Male,CT117,Ahmedabad,Tier 2,Blue Bull
2578,2578,2578,122609,31-45,Male,CT116,Hyderabad,Tier 1,CodeX
2579,2579,2579,122610,19-30,Male,CT117,Ahmedabad,Tier 2,Gangster
2580,2580,2580,122611,19-30,Female,CT118,Pune,Tier 2,CodeX
2581,2581,2581,122612,19-30,Male,CT112,Mumbai,Tier 1,Cola-Coka
2582,2582,2582,122613,19-30,Female,CT118,Pune,Tier 2,Cola-Coka
2583,2583,2583,122614,19-30,Female,CT113,Bangalore,Tier 1,Bepsi
2584,2584,2584,122615,15-18,Male,CT115,Kolkata,Tier 2,Cola-Coka
2585,2585,2585,122616,19-30,Non-binary,CT113,Bangalore,Tier 1,Cola-Coka
2586,2586,2586,122617,15-18,Male,CT113,Bangalore,Tier 1,CodeX
2587,2587,2587,122618,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2588,2588,2588,122619,19-30,Female,CT114,Chennai,Tier 1,Cola-Coka
2589,2589,2589,122620,19-30,Male,CT112,Mumbai,Tier 1,Gangster
2590,2590,2590,122621,65+,Female,CT113,Bangalore,Tier 1,Gangster
2591,2591,2591,122622,65+,Female,CT113,Bangalore,Tier 1,Cola-Coka
2592,2592,2592,122623,19-30,Male,CT114,Chennai,Tier 1,Cola-Coka
2593,2593,2593,122624,19-30,Non-binary,CT117,Ahmedabad,Tier 2,Cola-Coka
2594,2594,2594,122625,19-30,Female,CT114,Chennai,Tier 1,Bepsi
2595,2595,2595,122626,19-30,Male,CT114,Chennai,Tier 1,Blue Bull
2596,2596,2596,122627,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
2597,2597,2597,122628,19-30,Female,CT113,Bangalore,Tier 1,Sky 9
2598,2598,2598,122629,19-30,Male,CT116,Hyderabad,Tier 1,Gangster
2599,2599,2599,122630,15-18,Male,CT112,Mumbai,Tier 1,Cola-Coka
2600,2600,2600,122631,19-30,Male,CT112,Mumbai,Tier 1,CodeX
2601,2601,2601,122632,19-30,Female,CT114,Chennai,Tier 1,Cola-Coka
2602,2602,2602,122633,19-30,Female,CT113,Bangalore,Tier 1,Gangster
2603,2603,2603,122634,15-18,Male,CT116,Hyderabad,Tier 1,Bepsi
2604,2604,2604,122635,31-45,Male,CT113,Bangalore,Tier 1,Blue Bull
2605,2605,2605,122636,19-30,Male,CT113,Bangalore,Tier 1,Gangster
2606,2606,2606,122637,31-45,Female,CT116,Hyderabad,Tier 1,Cola-Coka
2607,2607,2607,122638,19-30,Male,CT112,Mumbai,Tier 1,Bepsi
2608,2608,2608,122639,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2609,2609,2609,122640,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2610,2610,2610,122641,19-30,Male,CT113,Bangalore,Tier 1,Bepsi
2611,2611,2611,122642,31-45,Female,CT113,Bangalore,Tier 1,Cola-Coka
2612,2612,2612,122643,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2613,2613,2613,122644,31-45,Male,CT112,Mumbai,Tier 1,Bepsi
2614,2614,2614,122645,19-30,Female,CT113,Bangalore,Tier 1,Gangster
2615,2615,2615,122646,31-45,Male,CT112,Mumbai,Tier 1,Gangster
2616,2616,2616,122647,19-30,Male,CT118,Pune,Tier 2,Cola-Coka
2617,2617,2617,122648,31-45,Male,CT117,Ahmedabad,Tier 2,Cola-Coka
2618,2618,2618,122649,19-30,Male,CT116,Hyderabad,Tier 1,Gangster
2619,2619,2619,122650,19-30,Male,CT113,Bangalore,Tier 1,Blue Bull
2620,2620,2620,122651,19-30,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2621,2621,2621,122652,19-30,Male,CT114,Chennai,Tier 1,Gangster
2622,2622,2622,122653,31-45,Male,CT116,Hyderabad,Tier 1,Cola-Coka
2623,2623,2623,122654,19-30,Male,CT118,Pune,Tier 2,Cola-Coka
2624,2624,2624,122655,19-30,Male,CT116,Hyderabad,Tier 1,Blue Bull
2625,2625,2625,122656,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
2626,2626,2626,122657,15-18,Female,CT117,Ahmedabad,Tier 2,Blue Bull
2627,2627,2627,122658,46-65,Male,CT113,Bangalore,Tier 1,Cola-Coka
2628,2628,2628,122659,19-30,Male,CT113,Bangalore,Tier 1,Others
2629,2629,2629,122660,31-45,Male,CT113,Bangalore,Tier 1,Bepsi
2630,2630,2630,122661,15-18,Female,CT113,Bangalore,Tier 1,CodeX
2631,2631,2631,122662,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2632,2632,2632,122663,19-30,Male,CT117,Ahmedabad,Tier 2,Cola-Coka
2633,2633,2633,122664,19-30,Male,CT112,Mumbai,Tier 1,Sky 9
2634,2634,2634,122665,19-30,Male,CT112,Mumbai,Tier 1,Bepsi
2635,2635,2635,122666,19-30,Female,CT117,Ahmedabad,Tier 2,Blue Bull
2636,2636,2636,122667,19-30,Male,CT113,Bangalore,Tier 1,Cola-Coka
2637,2637,2637,122668,19-30,Female,CT115,Kolkata,Tier 2,Bepsi
2638,2638,2638,122669,31-45,Female,CT115,Kolkata,Tier 2,Cola-Coka
2639,2639,2639,122670,19-30,Female,CT118,Pune,Tier 2,Bepsi
2640,2640,2640,122671,19-30,Male,CT112,Mumbai,Tier 1,Blue Bull
2641,2641,2641,122672,19-30,Female,CT116,Hyderabad,Tier 1,Gangster
2642,2642,2642,122673,19-30,Female,CT112,Mumbai,Tier 1,Bepsi
2643,2643,2643,122674,15-18,Male,CT115,Kolkata,Tier 2,Bepsi
2644,2644,2644,122675,31-45,Female,CT116,Hyderabad,Tier 1,Bepsi
2645,2645,2645,122676,19-30,Female,CT113,Bangalore,Tier 1,Sky 9
2646,2646,2646,122677,15-18,Male,CT114,Chennai,Tier 1,Sky 9
2647,2647,2647,122678,19-30,Male,CT116,Hyderabad,Tier 1,Others
2648,2648,2648,122679,19-30,Male,CT113,Bangalore,Tier 1,CodeX
2649,2649,2649,122680,15-18,Male,CT113,Bangalore,Tier 1,Gangster
2650,2650,2650,122681,19-30,Female,CT111,Delhi,Tier 1,Gangster
2651,2651,2651,122682,19-30,Male,CT117,Ahmedabad,Tier 2,Cola-Coka
2652,2652,2652,122683,65+,Female,CT118,Pune,Tier 2,CodeX
2653,2653,2653,122684,15-18,Male,CT118,Pune,Tier 2,Gangster
2654,2654,2654,122685,31-45,Female,CT113,Bangalore,Tier 1,Bepsi
2655,2655,2655,122686,46-65,Male,CT116,Hyderabad,Tier 1,Gangster
2656,2656,2656,122687,31-45,Non-binary,CT120,Lucknow,Tier 2,Sky 9
2657,2657,2657,122688,19-30,Male,CT114,Chennai,Tier 1,Bepsi
2658,2658,2658,122689,15-18,Female,CT117,Ahmedabad,Tier 2,CodeX
2659,2659,2659,122690,19-30,Male,CT111,Delhi,Tier 1,Cola-Coka
